run_id,n_features,method,accuracy,baseline_accuracy
5,5,REVS-RF,0.80372807,0.815789474
5,6,REVS-RF,0.791666667,0.815789474
5,7,REVS-RF,0.80372807,0.815789474
5,8,REVS-RF,0.80372807,0.815789474
5,9,REVS-RF,0.80372807,0.815789474
5,10,REVS-RF,0.815789474,0.815789474
5,11,REVS-RF,0.80372807,0.815789474
5,12,REVS-RF,0.820175439,0.815789474
5,13,REVS-RF,0.80372807,0.815789474
5,14,REVS-RF,0.813596491,0.815789474
5,15,REVS-RF,0.80372807,0.815789474
5,16,REVS-RF,0.815789474,0.815789474
5,17,REVS-RF,0.8125,0.815789474
5,18,REVS-RF,0.813596491,0.815789474
5,19,REVS-RF,0.815789474,0.815789474
5,20,REVS-RF,0.809210526,0.815789474
5,21,REVS-RF,0.815789474,0.815789474
5,22,REVS-RF,0.815789474,0.815789474
5,23,REVS-RF,0.815789474,0.815789474
5,24,REVS-RF,0.815789474,0.815789474
5,25,REVS-RF,0.815789474,0.815789474
5,26,REVS-RF,0.815789474,0.815789474
5,27,REVS-RF,0.815789474,0.815789474
5,28,REVS-RF,0.815789474,0.815789474
5,29,REVS-RF,0.824561404,0.815789474
5,30,REVS-RF,0.815789474,0.815789474
5,1,Logistic,0.552631579,0.815789474
5,2,Logistic,0.575657895,0.815789474
5,3,Logistic,0.672149123,0.815789474
5,4,Logistic,0.663377193,0.815789474
5,5,Logistic,0.620614035,0.815789474
5,6,Logistic,0.603070175,0.815789474
5,7,Logistic,0.790570175,0.815789474
5,8,Logistic,0.586622807,0.815789474
5,9,Logistic,0.655701754,0.815789474
5,10,Logistic,0.763157895,0.815789474
5,11,Logistic,0.685307018,0.815789474
5,12,Logistic,0.699561404,0.815789474
5,13,Logistic,0.797149123,0.815789474
5,14,Logistic,0.755482456,0.815789474
5,15,Logistic,0.708333333,0.815789474
5,16,Logistic,0.637061404,0.815789474
5,17,Logistic,0.74122807,0.815789474
5,18,Logistic,0.817982456,0.815789474
5,19,Logistic,0.777412281,0.815789474
5,20,Logistic,0.775219298,0.815789474
5,21,Logistic,0.809210526,0.815789474
5,22,Logistic,0.684210526,0.815789474
5,23,Logistic,0.783991228,0.815789474
5,24,Logistic,0.746710526,0.815789474
5,25,Logistic,0.801535088,0.815789474
5,26,Logistic,0.757675439,0.815789474
5,27,Logistic,0.764254386,0.815789474
5,28,Logistic,0.787280702,0.815789474
5,29,Logistic,0.76754386,0.815789474
5,30,Logistic,0.786184211,0.815789474
5,1,RandomForest,0.755482456,0.815789474
5,2,RandomForest,0.792763158,0.815789474
5,3,RandomForest,0.805921053,0.815789474
5,4,RandomForest,0.80372807,0.815789474
5,5,RandomForest,0.80372807,0.815789474
5,6,RandomForest,0.775219298,0.815789474
5,7,RandomForest,0.8125,0.815789474
5,8,RandomForest,0.8125,0.815789474
5,9,RandomForest,0.8125,0.815789474
5,10,RandomForest,0.808114035,0.815789474
5,11,RandomForest,0.791666667,0.815789474
5,12,RandomForest,0.80372807,0.815789474
5,13,RandomForest,0.813596491,0.815789474
5,14,RandomForest,0.791666667,0.815789474
5,15,RandomForest,0.8125,0.815789474
5,16,RandomForest,0.813596491,0.815789474
5,17,RandomForest,0.775219298,0.815789474
5,18,RandomForest,0.775219298,0.815789474
5,19,RandomForest,0.809210526,0.815789474
5,20,RandomForest,0.815789474,0.815789474
5,21,RandomForest,0.775219298,0.815789474
5,22,RandomForest,0.824561404,0.815789474
5,23,RandomForest,0.841008772,0.815789474
5,24,RandomForest,0.775219298,0.815789474
5,25,RandomForest,0.839912281,0.815789474
5,26,RandomForest,0.809210526,0.815789474
5,27,RandomForest,0.815789474,0.815789474
5,28,RandomForest,0.815789474,0.815789474
5,29,RandomForest,0.809210526,0.815789474
5,30,RandomForest,0.775219298,0.815789474
5,1,SVM,0.701754386,0.815789474
5,2,SVM,0.760964912,0.815789474
5,3,SVM,0.790570175,0.815789474
5,4,SVM,0.80372807,0.815789474
5,5,SVM,0.8125,0.815789474
5,6,SVM,0.813596491,0.815789474
5,7,SVM,0.807017544,0.815789474
5,8,SVM,0.80372807,0.815789474
5,9,SVM,0.791666667,0.815789474
5,10,SVM,0.807017544,0.815789474
5,11,SVM,0.80372807,0.815789474
5,12,SVM,0.80372807,0.815789474
5,13,SVM,0.80372807,0.815789474
5,14,SVM,0.80372807,0.815789474
5,15,SVM,0.80372807,0.815789474
5,16,SVM,0.80372807,0.815789474
5,17,SVM,0.80372807,0.815789474
5,18,SVM,0.80372807,0.815789474
5,19,SVM,0.775219298,0.815789474
5,20,SVM,0.815789474,0.815789474
5,21,SVM,0.827850877,0.815789474
5,22,SVM,0.80372807,0.815789474
5,23,SVM,0.80372807,0.815789474
5,24,SVM,0.80372807,0.815789474
5,25,SVM,0.775219298,0.815789474
5,26,SVM,0.816885965,0.815789474
5,27,SVM,0.775219298,0.815789474
5,28,SVM,0.80372807,0.815789474
5,29,SVM,0.791666667,0.815789474
5,30,SVM,0.80372807,0.815789474
