run_id,n_features,method,accuracy,baseline_accuracy
2,11,REVS-RF,0.815789474,0.775219298
2,12,REVS-RF,0.8125,0.775219298
2,13,REVS-RF,0.816885965,0.775219298
2,14,REVS-RF,0.809210526,0.775219298
2,15,REVS-RF,0.815789474,0.775219298
2,16,REVS-RF,0.809210526,0.775219298
2,17,REVS-RF,0.834429825,0.775219298
2,18,REVS-RF,0.809210526,0.775219298
2,19,REVS-RF,0.824561404,0.775219298
2,20,REVS-RF,0.809210526,0.775219298
2,21,REVS-RF,0.824561404,0.775219298
2,22,REVS-RF,0.815789474,0.775219298
2,23,REVS-RF,0.815789474,0.775219298
2,24,REVS-RF,0.809210526,0.775219298
2,25,REVS-RF,0.815789474,0.775219298
2,26,REVS-RF,0.815789474,0.775219298
2,27,REVS-RF,0.820175439,0.775219298
2,28,REVS-RF,0.824561404,0.775219298
2,29,REVS-RF,0.809210526,0.775219298
2,30,REVS-RF,0.809210526,0.775219298
2,1,Logistic,0.535087719,0.775219298
2,2,Logistic,0.598684211,0.775219298
2,3,Logistic,0.620614035,0.775219298
2,4,Logistic,0.67872807,0.775219298
2,5,Logistic,0.776315789,0.775219298
2,6,Logistic,0.70504386,0.775219298
2,7,Logistic,0.765350877,0.775219298
2,8,Logistic,0.627192982,0.775219298
2,9,Logistic,0.721491228,0.775219298
2,10,Logistic,0.721491228,0.775219298
2,11,Logistic,0.764254386,0.775219298
2,12,Logistic,0.778508772,0.775219298
2,13,Logistic,0.76754386,0.775219298
2,14,Logistic,0.771929825,0.775219298
2,15,Logistic,0.809210526,0.775219298
2,16,Logistic,0.734649123,0.775219298
2,17,Logistic,0.783991228,0.775219298
2,18,Logistic,0.733552632,0.775219298
2,19,Logistic,0.770833333,0.775219298
2,20,Logistic,0.790570175,0.775219298
2,21,Logistic,0.685307018,0.775219298
2,22,Logistic,0.783991228,0.775219298
2,23,Logistic,0.770833333,0.775219298
2,24,Logistic,0.793859649,0.775219298
2,25,Logistic,0.775219298,0.775219298
2,26,Logistic,0.764254386,0.775219298
2,27,Logistic,0.782894737,0.775219298
2,28,Logistic,0.776315789,0.775219298
2,29,Logistic,0.782894737,0.775219298
2,30,Logistic,0.781798246,0.775219298
2,1,RandomForest,0.701754386,0.775219298
2,2,RandomForest,0.785087719,0.775219298
2,3,RandomForest,0.808114035,0.775219298
2,4,RandomForest,0.810307018,0.775219298
2,5,RandomForest,0.8125,0.775219298
2,6,RandomForest,0.815789474,0.775219298
2,7,RandomForest,0.775219298,0.775219298
2,8,RandomForest,0.815789474,0.775219298
2,9,RandomForest,0.815789474,0.775219298
2,10,RandomForest,0.815789474,0.775219298
2,11,RandomForest,0.791666667,0.775219298
2,12,RandomForest,0.775219298,0.775219298
2,13,RandomForest,0.775219298,0.775219298
2,14,RandomForest,0.824561404,0.775219298
2,15,RandomForest,0.8125,0.775219298
2,16,RandomForest,0.775219298,0.775219298
2,17,RandomForest,0.809210526,0.775219298
2,18,RandomForest,0.815789474,0.775219298
2,19,RandomForest,0.809210526,0.775219298
2,20,RandomForest,0.809210526,0.775219298
2,21,RandomForest,0.820175439,0.775219298
2,22,RandomForest,0.815789474,0.775219298
2,23,RandomForest,0.815789474,0.775219298
2,24,RandomForest,0.815789474,0.775219298
2,25,RandomForest,0.815789474,0.775219298
2,26,RandomForest,0.809210526,0.775219298
